Date','first_name','last_name','Address','ZIP code','SSN','Medicaid Number
2/3/2015','Ann','Carpenter','3 Debra Trail','46580','466-90-7340','866003245
11/12/2014','Lori','Smith','68 Karstens Terrace','46787','230-74-1609','713111182
11/8/2014','Angela','Oliver','2 Schiller Pass','46901','871-68-1516','535642321
4/6/2015','Emily','Bishop','117 Bobwhite Avenue','46910','189-52-2720','369933645
6/9/2014','Laura','Palmer','19684 Roth Lane','46911','523-05-0162','416138195
10/14/2014','Deborah','Johnston','40671 Huxley Lane','46913','124-43-9541','577330900
5/7/2015','Karen','Tucker','7 Sunbrook Lane','46914','419-78-2954','564857632
1/2/2015','Louise','Spencer','31 Lerdahl Lane','46917','820-92-2133','505175724
6/2/2014','Shirley','Smith','216 Hallows Court','46919','256-19-5668','244912261
5/18/2014','Tammy','Harvey','82029 Union Drive','46923','901-04-2733','747294006
11/1/2014','Kathryn','Stone','9 Hanover Crossing','46926','143-65-7963','138579601
9/2/2014','Rose','Hudson','9 Dryden Alley','46929','726-46-6752','502608886
2/6/2015','Norma','Diaz','3040 Thierer Pass','46932','983-98-4952','544315371
5/9/2015','Christina','Robinson','8863 Waxwing Plaza','46939','390-79-5046','705198747
9/28/2014','Betty','Patterson','02 Northland Circle','46947','872-17-8558','434229568
2/23/2015','Nicole','Riley','7 Tomscot Junction','46950','856-99-9806','168254764
11/22/2014','Diana','Reed','2 Northwestern Crossing','46951','967-50-3706','6274147
10/3/2014','Cheryl','Little','11873 Claremont Place','46960','620-53-2116','791890585
8/14/2014','Mary','Martin','3 Mayfield Alley','46962','656-70-4814','603947482
11/18/2014','Julie','Morales','62657 Anzinger Parkway','46970','773-81-1766','816590325
11/29/2014','Margaret','Henderson','19 Melrose Circle','46974','405-90-3830','940659966
7/1/2014','Susan','Bradley','414 Marcy Drive','46975','397-00-1897','281875074
8/2/2014','Theresa','Gonzalez','33 Waubesa Alley','46978','227-16-6740','882519582
11/14/2014','Diane','Gomez','7 Erie Point','46982','621-88-1972','562366219
5/26/2014','Margaret','Fox','4 Lerdahl Park','46988','837-23-8569','639418726
1/3/2015','Susan','Tucker','14711 Randy Road','46994','134-31-1297','265682448
5/24/2014','Helen','Tucker','2 Clemons Circle','47926','249-21-9263','429109518
5/13/2014','Kimberly','Webb','033 Hovde Lane','47950','999-21-7743','511742442
8/19/2014','Kathleen','Myers','8 Eagan Trail','46070','663-32-8816','796707788
8/24/2014','Brenda','Foster','8488 Crest Line Junction','46711','836-47-2569','643205867
11/13/2014','Pamela','Turner','5700 Carey Alley','46714','279-18-0524','105502466
11/19/2014','Jane','Harvey','19204 Pankratz Lane','46731','879-81-2179','268935781
5/25/2014','Donna','Murphy','2 Blaine Court','46733','930-97-7608','838688224
2/4/2015','Sharon','Simpson','32266 Arizona Crossing','46740','613-50-0521','705461801
4/24/2015','Julie','Rice','42 Hoepker Plaza','46750','258-63-2547','364207195
3/30/2015','Denise','Lee','81 Mitchell Court','46759','519-10-2665','408557642
9/16/2014','Virginia','Black','2 Wayridge Lane','46766','717-80-7394','103849618
8/4/2014','Norma','Berry','14425 Schurz Plaza','46770','230-47-7504','618827485
10/18/2014','Frances','Burton','8 Golf Parkway','46772','272-87-2773','810127223
7/12/2014','Betty','Berry','74 Arkansas Parkway','46773','416-64-9228','308568372
10/18/2014','Margaret','Myers','6343 Roxbury Park','46777','456-77-1042','441903850
11/16/2014','Karen','Mason','43 Boyd Place','46781','765-90-0817','512222666
2/25/2015','Christina','Mccoy','363 Butterfield Park','46783','678-19-3959','842962323
7/6/2014','Marilyn','Banks','78834 Schmedeman Pass','46791','645-64-3600','425952173
11/15/2014','Lois','Long','42326 Reinke Avenue','46792','428-28-6576','556755945
2/9/2015','Patricia','Simmons','27316 Kinsman Circle','46798','708-88-7152','337429952
6/7/2014','Anne','Gomez','24 Mitchell Hill','46928','585-10-2678','512344813
11/11/2014','Amanda','Castillo','7743 Old Shore Trail','46933','245-17-7912','730372981
4/11/2015','Betty','Mason','0486 Jay Trail','46938','455-14-6803','834287546
7/30/2014','Stephanie','Simmons','7091 Jackson Alley','46952','894-52-4032','402629619
6/2/2014','Brenda','Wheeler','15866 Manley Avenue','46953','178-82-1117','637603980
6/13/2014','Rebecca','Roberts','807 Russell Terrace','46989','746-86-3420','759770115
12/15/2014','Patricia','Stanley','065 Melrose Alley','46991','506-11-3893','891216972
10/15/2014','Margaret','Welch','35298 Shoshone Alley','47326','805-00-2704','842164552
8/5/2014','Robin','Myers','91 Barby Center','47336','683-93-1753','19517749
12/27/2014','Lori','Wallace','8 Larry Crossing','47338','944-88-3058','862982221
8/23/2014','Norma','Harrison','4891 Dryden Park','47348','696-97-8833','842222874
10/5/2014','Deborah','Gibson','66 Anzinger Road','47359','991-58-2120','69290433
6/20/2014','Deborah','Lee','9384 Dakota Junction','47369','640-01-6855','470990145
3/3/2015','Phyllis','Diaz','93094 Helena Parkway','47371','280-91-5556','319810242
9/29/2014','Amanda','Hart','139 Farwell Parkway','47373','344-60-1442','664386641
4/9/2015','Sara','Vasquez','41712 Judy Park','47380','281-79-2866','281782102
10/27/2014','Tina','Kelley','50 Russell Trail','47381','443-45-6355','784743094
9/5/2014','Alice','Jacobs','33124 Atwood Plaza','47390','180-67-2910','475672652
7/27/2014','Kimberly','Burton','69621 Butterfield Street','46032','571-86-6187','315564852
7/14/2014','Lori','Gibson','7287 Lerdahl Court','46033','582-26-8500','815950236
2/18/2015','Frances','Richards','40624 Garrison Parkway','46034','773-81-7101','444672903
7/22/2014','Helen','Hayes','33 Rusk Lane','46037','910-66-7107','919279807
11/4/2014','Michelle','Hansen','3 Nevada Parkway','46038','305-28-2342','213813218
10/6/2014','Kathleen','Ramos','1 Susan Drive','46060','269-28-5337','780550661
12/8/2014','Lisa','Warren','88815 Armistice Point','46062','715-79-8779','785832730
3/22/2015','Kimberly','Perkins','31694 Memorial Lane','46069','468-10-1536','560531209
11/4/2014','Gloria','Hernandez','8664 Hanover Road','46074','771-59-3854','534066407
1/21/2015','Maria','Lee','78973 Messerschmidt Alley','46077','169-31-1849','932848577
8/11/2014','Melissa','Ward','533 Carey Place','46030','665-18-2681','729616568
11/4/2014','Rachel','Fox','366 Redwing Place','46031','941-14-4363','437150750
1/14/2015','Anna','Matthews','3424 Rusk Plaza','46034','115-99-0023','898758325
5/28/2014','Robin','Frazier','75 Dexter Crossing','46036','905-95-3578','631955278
12/12/2014','Tammy','Morgan','85 Ramsey Park','46039','508-81-6408','706997561
2/2/2015','Wanda','Johnson','0 Thierer Place','46041','129-14-2352','363516883
8/23/2014','Frances','Parker','478 Elgar Road','46049','721-45-5850','748800346
4/2/2015','Kathleen','Kelley','34895 Anhalt Court','46050','717-19-0912','253377200
5/27/2014','Anne','Gardner','4012 Lotheville Court','46057','519-22-6212','658793685
4/13/2015','Anne','Long','65 Waywood Drive','46060','391-27-0427','362275202
6/28/2014','Anne','Woods','01 Ridgeview Park','46062','963-68-3061','389385732
2/16/2015','Tina','Hernandez','641 South Road','46068','101-02-0245','796822088
12/18/2014','Mildred','Lane','86 Esch Parkway','46069','744-17-9618','965979662
7/17/2014','Judith','Schmidt','7176 Jenna Center','46072','233-59-9419','4235037
11/7/2014','Cynthia','Kelly','79 Pearson Pass','46076','810-30-6736','502436747
12/22/2014','Irene','Ellis','67453 Katie Street','46901','919-46-7616','861563100
12/22/2014','Irene','Gonzalez','9 Eagle Crest Pass','46902','412-98-9617','323129185
3/9/2015','Cheryl','Wagner','20 Dexter Drive','46919','582-83-7773','527284195
4/17/2015','Joyce','Long','1449 Forest Run Plaza','46928','939-23-1801','719726117
8/8/2014','Angela','Diaz','4 Melrose Park','46929','139-43-0291','575466507
8/30/2014','Kathryn','Bishop','3148 Talmadge Center','46932','142-93-4551','178197587
4/2/2015','Patricia','Nichols','021 Cherokee Parkway','46936','572-72-2435','499217024
11/5/2014','Phyllis','Rose','486 Welch Parkway','46952','802-08-6775','885970856
3/10/2015','Teresa','Bailey','8 Clarendon Park','46953','425-28-9442','14437051
8/18/2014','Shirley','Hayes','35 Bultman Park','46979','423-79-1694','8395953
7/25/2014','Joan','Cox','86407 Linden Pass','46986','946-62-9503','661536213
5/10/2015','Janice','Hart','96 Meadow Vale Junction','47901','595-09-3403','451822893
10/21/2014','Shirley','Mills','29295 Bellgrove Crossing','47904','523-15-4177','50929792
9/20/2014','Laura','Lee','4 Maple Wood Lane','47905','879-49-5270','601289261
6/1/2014','Ruth','Davis','817 Darwin Pass','47906','829-89-5680','375920741
9/24/2014','Nancy','Gomez','21377 Dunning Park','47907','599-46-0158','325532712
12/23/2014','Irene','Stephens','564 Novick Parkway','47909','229-15-5543','617667572
7/31/2014','Kathryn','Ferguson','9 Homewood Court','47918','330-14-8932','304848824
6/21/2014','Maria','Garcia','097 Grover Parkway','47920','220-51-0956','114456042
5/24/2014','Frances','Crawford','14 Dwight Terrace','47930','276-83-2587','526054395
5/23/2014','Frances','West','48 Hollow Ridge Circle','47955','177-40-5250','194424861
2/23/2015','Ruth','Cook','959 Katie Parkway','47967','966-11-2014','754708590
9/7/2014','Rachel','Nelson','43268 Packers Circle','47970','568-96-1519','424293217
11/8/2014','Shirley','Sanchez','64549 Grayhawk Point','47981','963-64-9976','111063161
8/23/2014','Julia','Peterson','3 Anhalt Point','47992','371-92-6393','847919049
12/31/2014','Christine','Griffin','16 Valley Edge Lane','46035','140-39-6957','100610248
8/30/2014','Susan','Romero','2177 Cherokee Street','46052','212-91-9207','309009839
10/31/2014','Christine','Williams','58800 Kim Circle','46075','845-88-1175','868551576
10/14/2014','Michelle','Perkins','16 Fuller Plaza','46077','217-77-8140','205592293
3/11/2015','Christine','Fernandez','87 Continental Crossing','46112','908-18-2634','755400359
3/29/2015','Amanda','Duncan','6 Garrison Road','46147','871-53-7878','861334334
8/20/2014','Anne','West','7 Leroy Junction','47832','223-12-0747','35499301
6/11/2014','Ann','Long','7 Thompson Way','47834','936-44-3228','685862805
9/25/2014','Theresa','Johnson','0 Dwight Avenue','47836','964-48-6928','802916821
11/19/2014','Lois','Tucker','0947 Eliot Street','47837','727-51-0379','579455523
9/17/2014','Martha','Howell','27 Mayer Crossing','47842','536-68-9296','702479500
4/1/2015','Rebecca','Jones','94620 Talmadge Plaza','47847','927-60-4459','908610884
12/8/2014','Katherine','Harris','2320 Moose Hill','47854','412-78-3899','334319842
12/23/2014','Robin','Long','95 Merrick Center','47859','193-29-8662','754855068
7/28/2014','Judy','Romero','9302 Victoria Way','47862','658-07-0470','572318201
10/4/2014','Marie','Moreno','9621 Brown Crossing','47872','640-96-5512','977945022
6/7/2014','Lois','Adams','6 Coleman Street','47874','599-50-1573','44472198
11/16/2014','Diane','Nichols','200 Schiller Place','47906','620-15-5959','84205277
12/20/2014','Judy','Ruiz','62955 Caliangt Junction','47917','634-73-8784','343368669
2/20/2015','Joan','Gardner','71391 Packers Pass','47918','602-56-2452','624381863
6/21/2014','Heather','Riley','1484 Wayridge Hill','47921','939-50-5127','337921180
12/21/2014','Michelle','Carpenter','67 Basil Center','47928','786-10-0488','663395808
3/18/2015','Heather','Wallace','8974 Hauk Pass','47932','284-45-0689','678998690
2/15/2015','Jane','George','91978 Dixon Trail','47933','193-92-5965','233040904
10/28/2014','Amy','Baker','10 Crescent Oaks Avenue','47940','530-66-2573','382378002
12/6/2014','Cheryl','Harvey','82623 School Way','47944','378-11-3439','115900503
10/7/2014','Jane','Green','9 Barby Lane','47949','635-95-4102','447957125
12/25/2014','Lois','Olson','6867 Independence Parkway','47952','835-91-0568','190358674
12/4/2014','Dorothy','Gutierrez','8 Del Sol Avenue','47954','947-84-3634','117523872
3/16/2015','Rose','Murray','4 Cascade Junction','47955','377-43-4629','649106852
9/22/2014','Amy','Mitchell','393 Tennessee Lane','47967','542-46-8055','432816846
8/15/2014','Sandra','Rice','1 New Castle Crossing','47968','701-02-1993','264285488
3/31/2015','Angela','Gilbert','4173 Superior Circle','47970','710-56-6642','401671463
8/15/2014','Helen','Bennett','391 Hanson Junction','47974','370-12-0916','150805338
11/27/2014','Mildred','White','38 Fuller Center','47975','247-86-2196','320969109
4/16/2015','Diane','Gordon','77273 Kropf Avenue','47981','318-60-0340','324658000
2/6/2015','Ashley','Willis','502 Roxbury Street','47987','239-72-7258','929673590
12/24/2014','Ashley','Stanley','1 Sauthoff Parkway','47989','283-42-4046','866843118
9/5/2014','Helen','Stanley','44 Kennedy Circle','47990','540-43-8204','677826897
1/23/2015','Jennifer','Kelly','9633 Marcy Trail','47991','789-98-1818','26791093
8/23/2014','Laura','Matthews','10 Fordem Lane','47993','200-38-4792','908757436
11/3/2014','Betty','Harvey','5551 Sheridan Road','47994','380-65-6980','800784068
8/25/2014','Stephanie','Bailey','71 Bunting Pass','46105','910-47-0595','564061800
3/20/2015','Karen','Simpson','5539 Annamark Center','46112','441-20-7156','827426729
1/29/2015','Karen','Carter','276 Badeau Center','46118','652-16-0401','557766803
2/17/2015','Cynthia','Allen','16 Buell Pass','46121','915-59-6181','936248251
5/26/2014','Deborah','Washington','1256 Granby Circle','46122','792-55-3415','244964271
10/31/2014','Joyce','Cunningham','4491 Orin Park','46123','862-51-6670','248709053
12/12/2014','Rachel','Garcia','25 Stuart Trail','46128','893-32-4833','772947958
7/15/2014','Betty','Perez','1563 Sachtjen Crossing','46135','793-24-1723','916613712
8/17/2014','Catherine','Day','02428 Atwood Road','46147','308-62-0423','163520683
1/27/2015','Joyce','Sanchez','085 Oriole Junction','46149','367-13-4086','735499815
12/10/2014','Kimberly','Rivera','0 Mayer Center','46165','124-55-5110','920397962
8/8/2014','Jane','Kelly','2 Everett Alley','46167','622-63-0312','150059436
8/13/2014','Kathleen','Franklin','9118 Tony Road','46168','714-42-3164','407249858
8/4/2014','Kelly','Sanders','04018 Emmet Avenue','46172','628-38-4509','861648253
6/2/2014','Sara','Webb','244 Derek Way','46175','830-22-4478','730777140
8/4/2014','Nancy','Barnes','1194 Washington Circle','46180','516-51-1539','646108280
7/10/2014','Angela','Anderson','6 Thompson Hill','46231','729-13-1215','308592856
10/20/2014','Christina','Young','8303 Sheridan Crossing','46234','517-17-9967','255904890
2/5/2015','Michelle','Hamilton','67724 American Ash Alley','46278','775-11-7106','662385293
9/26/2014','Linda','Stone','3453 Annamark Hill','47989','373-05-9119','789905665
10/26/2014','Barbara','Smith','91791 Huxley Circle','46011','920-24-9762','332714804
10/2/2014','Maria','Bailey','4 Roth Place','46012','638-54-3361','101703199
6/8/2014','Virginia','Adams','33 Harbort Pass','46013','751-89-3633','660186518
10/20/2014','Laura','Murray','9 Golden Leaf Avenue','46016','782-18-3349','409417185
7/27/2014','Sara','Ross','35080 Gulseth Trail','46017','691-31-7215','901749409
6/13/2014','Melissa','Boyd','00065 Victoria Junction','47302','156-44-2823','843429822
3/7/2015','Annie','Dunn','79 Continental Parkway','47303','391-86-4169','41142678
3/6/2015','Joan','Harper','32382 Moulton Point','47304','865-24-2965','105063074
7/29/2014','Cynthia','Larson','914 Raven Hill','47305','507-02-6658','460341940
2/21/2015','Martha','Fernandez','2 Johnson Circle','47306','325-75-6405','355036507
7/21/2014','Debra','Williamson','578 Carioca Lane','47320','201-77-0673','570291641
9/1/2014','Diana','Brown','126 Mcbride Place','47334','846-89-0005','512647285
10/12/2014','Angela','Kim','160 Pond Drive','47354','764-16-8124','552635094
11/10/2014','Norma','Harris','12557 Lighthouse Bay Junction','47356','322-55-6371','751935633
11/2/2014','Joan','Shaw','5019 Anniversary Avenue','47368','203-88-0483','334256867
1/15/2015','Diana','Flores','841 Del Sol Point','47383','785-77-4270','233079380
4/15/2015','Martha','Frazier','14007 Harper Park','47396','108-28-3257','676435197
10/8/2014','Ann','Andrews','21402 Mallory Street','46001','323-48-2802','201214012
11/27/2014','Nancy','Washington','3 Calypso Avenue','46011','650-42-3527','373492559
10/3/2014','Patricia','Greene','57 Clyde Gallagher Plaza','46012','364-84-7369','76813454
7/3/2014','Anna','Grant','301 Nancy Parkway','46013','606-21-0451','868171491
10/19/2014','Gloria','Phillips','3 Anhalt Point','46017','915-27-2681','901633779
3/14/2015','Bonnie','Miller','4936 David Pass','46036','582-22-2948','425503403
3/17/2015','Janet','Day','14082 Mesta Drive','46040','523-89-8223','742820392
7/12/2014','Jean','Hudson','74135 Delladonna Lane','46044','492-99-4777','174737947
2/5/2015','Diane','Smith','308 Bunting Terrace','46048','949-95-0715','394835872
9/12/2014','Michelle','Richards','589 Hooker Lane','46051','745-18-8177','474800017
11/14/2014','Margaret','Sanders','2749 Onsgard Trail','46056','596-91-1483','650430047
10/16/2014','Patricia','Marshall','809 Anhalt Court','46064','713-80-0335','120521464
2/21/2015','Kimberly','Anderson','476 Hovde Street','46070','654-60-3548','331489098
3/27/2015','Julie','Castillo','6 Miller Junction','47302','529-94-3722','382233180
6/5/2014','Amy','Gilbert','2473 Shasta Court','47303','682-39-5426','749026004
6/25/2014','Carolyn','Bryant','1 Banding Street','47304','999-50-8155','763801957
8/27/2014','Alice','Mason','8138 Little Fleur Hill','47320','388-65-8638','115587106
3/19/2015','Rachel','Bowman','41 Oneill Road','47334','105-70-0910','726712897
6/6/2014','Joan','Lynch','00 Clyde Gallagher Pass','47336','234-35-9915','801179855
7/30/2014','Ruby','Warren','79 West Park','47338','238-96-6470','689630995
3/19/2015','Kelly','Parker','2005 Beilfuss Plaza','47342','823-94-9989','723545224
9/26/2014','Judith','Reyes','7139 Gerald Pass','47346','553-01-0284','210895888
9/21/2014','Lillian','Garcia','030 Caliangt Point','47348','492-23-7695','269172669
5/18/2014','Julie','Welch','4 Kennedy Lane','47354','307-73-9579','14064482
5/3/2015','Anne','Snyder','322 Donald Plaza','47356','700-56-4986','377566080
5/29/2014','Wanda','Gibson','6 Ryan Parkway','47360','748-00-6596','532142543
2/28/2015','Jacqueline','Fox','5 Eagan Lane','47362','242-21-0631','75693350
7/19/2014','Debra','Marshall','04 Express Pass','47368','992-43-5127','864448675
5/10/2015','Melissa','Cox','72093 Arizona Plaza','47384','717-21-6794','476674269
4/8/2015','Annie','Crawford','70 Melby Street','47386','658-12-1359','283236779
2/7/2015','Mildred','Hernandez','92204 Killdeer Way','47396','744-80-7146','769550255
8/28/2014','Rachel','Fisher','22255 Graceland Lane','47003','727-24-9469','186360111
4/24/2015','Lisa','Rice','981 Warrior Pass','47010','651-94-4220','977619614
12/21/2014','Cheryl','Gibson','658 Eastwood Center','47012','635-55-5023','491182
6/8/2014','Ann','Nelson','44 Claremont Plaza','47016','200-58-9326','939140637
6/11/2014','Evelyn','Holmes','280 Moulton Court','47022','458-00-1938','551651630
3/5/2015','Lois','Ellis','082 Erie Lane','47024','994-84-3569','703893866
6/30/2014','Donna','Ray','36 Blaine Road','47025','835-35-6817','429858934
3/26/2015','Dorothy','Oliver','800 Marquette Crossing','47030','983-18-4208','940573672
10/23/2014','Norma','Evans','89 Summit Avenue','47041','594-46-0901','278095198
7/20/2014','Elizabeth','Dunn','400 Twin Pines Park','47060','365-31-2244','193563495
6/11/2014','Marilyn','Shaw','3852 Miller Circle','47320','870-70-1989','963339459
11/15/2014','Lori','Simpson','4 Hovde Road','47325','803-81-5324','410350663
12/19/2014','Laura','Gonzales','55869 Dayton Street','47327','962-14-5100','915376689
8/27/2014','Donna','Castillo','29 Surrey Plaza','47330','268-16-2749','22430834
7/23/2014','Sarah','Mason','43200 Bartillon Parkway','47331','910-08-6539','787015565
2/16/2015','Kimberly','Dean','26414 Ohio Way','47339','868-94-0612','430533064
11/6/2014','Norma','Garrett','69 Village Drive','47340','199-83-3519','894445950
1/18/2015','Jennifer','Hall','4 3rd Circle','47341','371-66-9975','126213316
4/15/2015','Heather','Hernandez','2 Judy Way','47345','982-90-3341','389967134
8/5/2014','Doris','Ross','328 Lotheville Trail','47346','602-68-5610','63578301
7/25/2014','Annie','Robinson','2322 Sugar Plaza','47353','971-21-1394','527837892
10/1/2014','Kathleen','Hernandez','43 Mesta Alley','47354','925-83-8289','798712144
8/18/2014','Tammy','Stone','2691 Sutteridge Crossing','47355','551-81-9440','588782408
8/12/2014','Lois','Ramos','09 Darwin Parkway','47357','603-44-0442','937474082
4/18/2015','Cheryl','Banks','643 Twin Pines Pass','47358','964-31-2262','235536239
4/9/2015','Diana','Myers','8 Ohio Circle','47360','263-71-9270','581140511
5/3/2015','Doris','Nguyen','1075 Bobwhite Court','47368','357-56-4500','717807611
7/5/2014','Virginia','Cox','7373 Del Sol Trail','47373','211-94-7053','472744035
2/16/2015','Sandra','Washington','44374 Bonner Crossing','47374','510-00-6461','514778285
5/9/2015','Ruby','Harrison','2372 Grayhawk Alley','47380','109-79-2942','495777820
11/3/2014','Barbara','Reed','32266 Heffernan Avenue','47382','729-26-9833','568417930
3/3/2015','Theresa','Stanley','0399 5th Place','47390','441-55-2187','893994901
6/20/2014','Bonnie','Stone','517 Utah Park','47392','235-46-0015','527650811
10/11/2014','Anne','Jenkins','47 Bartelt Junction','47393','238-93-8878','12098799
10/14/2014','Janet','Sanders','32758 Luster Court','47394','367-43-0755','622992369
6/29/2014','Deborah','Gonzales','02 Autumn Leaf Parkway','46040','751-46-7189','608743442
10/30/2014','Nancy','Ruiz','91 Northridge Place','46055','588-42-9522','854925205
8/21/2014','Robin','Harris','6 Sheridan Trail','46056','978-58-3996','290968778
3/1/2015','Lori','Ortiz','3987 Veith Court','46064','612-95-3038','629317130
7/16/2014','Martha','Reynolds','45 Sheridan Road','46110','841-21-2454','565410717
1/13/2015','Catherine','Peters','6 Northridge Point','46115','321-99-6455','150714375
4/13/2015','Gloria','Pierce','40 Parkside Parkway','46117','814-50-0406','200331519
4/25/2015','Laura','Kelly','8 Corben Drive','46126','455-61-8824','801913002
6/25/2014','Christine','Dixon','21947 Cardinal Hill','46130','251-03-3660','730614139
2/3/2015','Cheryl','Jordan','2577 Sommers Way','46140','930-52-1066','841295200
9/23/2014','Sandra','Perez','44700 Emmet Plaza','46161','232-30-0696','698230126
12/21/2014','Betty','Elliott','2 Dryden Park','46162','325-79-0315','738341426
12/3/2014','Sarah','Matthews','61 Kipling Trail','46163','821-29-0386','997625488
1/1/2015','Ruby','Gutierrez','90 Sloan Circle','46176','802-35-1935','337351021
2/12/2015','Angela','Moore','541 Warner Center','46186','638-83-6899','584516215
9/28/2014','Lisa','Day','1268 Emmet Trail','46218','949-00-4688','476856148
10/23/2014','Jessica','Jackson','4956 Thompson Way','46219','691-58-0290','316979037
9/4/2014','Rose','Sims','71 Pennsylvania Trail','46226','137-69-3611','848185216
1/18/2015','Doris','Watkins','0753 Bayside Court','46229','486-03-0935','749151129
9/8/2014','Paula','Rogers','84128 Holy Cross Terrace','46259','542-19-2233','72340104
11/1/2014','Elizabeth','Ellis','8710 Heath Center','47384','136-57-8377','511794592
1/3/2015','Michelle','Matthews','749 Wayridge Road','46032','830-03-2614','155797230
12/18/2014','Donna','Peterson','2374 Oxford Pass','46074','838-47-2995','806764992
10/10/2014','Rebecca','Ferguson','05 Almo Court','46077','574-42-8307','383663034
7/20/2014','Sarah','Ramirez','71 Grasskamp Plaza','46214','600-49-8745','151125176
10/12/2014','Kathleen','Wright','027 John Wall Hill','46224','599-89-1598','506275040
1/3/2015','Nancy','Burton','24 Maple Wood Alley','46231','447-14-4436','205125326
10/2/2014','Rachel','Ross','82733 East Street','46234','520-29-9033','293997195
11/6/2014','Andrea','Brown','88 Fisk Plaza','46254','935-31-1620','304353066
3/3/2015','Amy','Day','0 Anhalt Drive','46268','752-50-2763','370950494
9/19/2014','Janice','Carr','87 Evergreen Center','46278','306-91-1861','202025005
7/28/2014','Teresa','Jenkins','71 Carberry Parkway','46032','259-39-6344','470399032
5/27/2014','Jane','Fields','98887 Lyons Center','46033','120-29-3284','278472610
12/7/2014','Bonnie','Phillips','89 Utah Junction','46037','485-84-7044','892276745
6/20/2014','Diana','Bennett','3 Hansons Avenue','46038','441-70-8779','781946827
12/27/2014','Anne','Matthews','86 Merrick Road','46205','666-40-1794','801224173
1/25/2015','Jacqueline','Coleman','3453 Southridge Drive','46208','884-94-9556','502258828
4/4/2015','Barbara','Green','66 Summit Alley','46220','997-78-2035','294160125
5/30/2014','Julia','Roberts','4 Tennyson Park','46226','330-64-3392','398053286
8/24/2014','Louise','Weaver','81938 Westridge Hill','46240','526-98-4445','184813782
6/5/2014','Judith','Wallace','24 Bowman Parkway','46250','829-00-3124','904528463
5/3/2015','Doris','Alexander','573 Lunder Road','46256','755-14-7974','993316497
11/23/2014','Frances','Price','86 Mendota Hill','46260','332-86-8478','113792010
3/11/2015','Heather','Berry','02 Butternut Trail','46280','481-50-1878','619681660
7/11/2014','Ruth','Shaw','44 Moland Avenue','46290','262-15-2063','203724120
2/11/2015','Helen','Jacobs','2 Larry Hill','46037','646-21-8842','694525393
9/8/2014','Diana','Elliott','206 Reinke Drive','46038','744-44-2013','688653530
11/14/2014','Ruth','Thomas','00687 Ohio Plaza','46040','979-98-5907','363381518
11/23/2014','Teresa','Perez','7 Killdeer Lane','46055','337-60-4926','768207646
7/14/2014','Lois','Parker','55 Forster Circle','46060','302-23-1766','428155320
2/14/2015','Cheryl','Hernandez','028 Lakeland Hill','46216','662-02-1752','369680823
12/29/2014','Christina','Jackson','97666 Di Loreto Road','46220','476-61-1745','649054265
9/1/2014','Alice','Hudson','6073 Grover Park','46226','649-92-8784','209787872
7/20/2014','Diana','Perez','647 Hovde Crossing','46235','670-37-3726','436723549
7/19/2014','Jean','Kennedy','6118 Clemons Place','46236','826-57-6783','179918726
2/12/2015','Beverly','Boyd','9066 Mayer Avenue','46240','487-87-1448','368720064
11/21/2014','Dorothy','Oliver','22 Utah Park','46250','967-34-7475','414266247
6/24/2014','Kelly','Burns','6 Waywood Plaza','46256','637-55-1948','114989913
11/8/2014','Kathy','Adams','05336 Lotheville Crossing','46107','304-78-4330','107990287
10/25/2014','Debra','Woods','07670 Arapahoe Parkway','46201','947-28-9309','280399197
8/26/2014','Paula','Gonzales','52569 Grayhawk Avenue','46203','625-54-6776','560421278
8/21/2014','Susan','Dean','457 Stang Hill','46219','318-26-8698','348618862
7/23/2014','Julia','Griffin','6781 Fair Oaks Terrace','46227','763-49-6367','60339478
7/14/2014','Tina','Mills','0 Scott Street','46229','744-83-9858','157349673
5/15/2014','Kimberly','Gordon','9 Monterey Alley','46237','972-74-2863','293930422
2/26/2015','Evelyn','Jordan','72531 East Street','46239','615-70-2194','175635721
8/10/2014','Elizabeth','Pierce','9 Magdeline Center','46259','562-99-8164','809960883
5/15/2014','Rose','Alexander','88409 Thierer Avenue','46202','519-97-5749','315890159
10/2/2014','Shirley','Hill','541 Elmside Lane','46204','439-99-6159','55960820
5/18/2014','Laura','Sims','11 Di Loreto Street','46205','131-19-4654','894714688
4/19/2015','Karen','Simpson','8306 Evergreen Place','46208','197-16-8638','935564443
1/15/2015','Carolyn','Jacobs','7 Lakewood Gardens Hill','46220','236-98-9926','988274040
1/2/2015','Heather','Romero','4445 Mayer Road','46222','543-86-6947','991977954
12/26/2014','Rebecca','Garrett','96 Haas Avenue','46224','992-08-6075','661767574
11/25/2014','Sara','Foster','4946 Dawn Place','46228','356-73-7718','944152065
3/1/2015','Heather','Hill','94 Heath Court','46254','170-10-1274','944398281
1/31/2015','Amanda','Welch','79517 Arrowood Alley','46260','709-91-2136','760270094
12/23/2014','Paula','Bell','7079 Duke Hill','46268','296-41-1780','196275768
11/28/2014','Patricia','Gilbert','07706 Green Ridge Terrace','46201','381-61-2317','138143330
9/10/2014','Kathleen','Hanson','48 Dixon Lane','46202','101-21-2876','482801475
12/17/2014','Jacqueline','Bailey','47655 Dunning Road','46204','821-26-2818','698995667
6/11/2014','Marie','Wilson','084 Jenifer Center','46205','349-06-6774','852362544
